probe	21040_S	21077_S	21512_S	217-11	22562_S	225_UK	240-12	242-3	247-9	24745_S	248_UK	259	263-1	266_UK	27386_S	276_UK	277_UK	281	288-2	289-3	290_UK	295_UK	29600_S	304_UK	311_UK	31373_S	319	31999_S	320-7	324	332-1	334_UK	335-6	338	341_UK	342	347-5	361_UK	368-4	37_UK	391	402	407	407-1	58-11	62-9	74_UK	99_UK	Esp101_E	Esp104_E	Esp112_E	Esp12_E	Esp15_E	Esp21_E	Esp27_E	Esp30_	Esp33_E	Esp34_E	Esp37_E	Esp38_E	Esp40_E	Esp46_E	Esp49_E	Esp52_E	Esp55_E	Esp58_E	Esp61_E	Esp64_E	Esp66_E	Esp69_E	Esp7_E	Esp80_E	Esp86_E	Esp95_E	Esp9_E	10054_S	10386_S	10395_S	10530_S	11624_S	11678_S	12324_S	12944_S	13076_S	13207_S	13240_S	13419_S	13467_S	13781_S	13853_S	13964_S	14226_S	14406_S	15152_S	15901_S	16162_S	16429_S	16458_S	16520_S	16667_S	16766_S	16805_S	17089_S	17266_S	17601_S	17640_S	17753_S	17754_S	17798_S	17932_S	18318_S	18404_S	18410_S	18600_S	18757_S	18775_S	18877_S	18970_S	413	431	441-1	448	478-2	490_UK	505	506	508	518	519_UK	521-1	525_UK	532-8	539-1	546	576-6	635_S	637	647-1	677-1	679-2	682-2	684-4	692-1	692-1	698-2	698_S	703-1	708	712	735_UK	745-1	746-1	747-7	760-1	763-1	775-1	793-1	794-3	795-13	797-1	812-1	813	815	815-1	822	823-2	9148_S	9155_S	9286_S	9923_S	01001T_E	01002_E	01005T_E	1008-1	1443-1_DK	1448-2	1456-1	1473-1	1478-1	1482-1	1484	1498	1507-1	1512-6	1533-10	1571-1	1574-1	1656-1	1660-1	1887-1	1950_S	1983_S	2160_S	2477_S	2814_S	2926_S	3595_S	4134_S	4405_S	4482_S	4489_S	4753_S	4763_S	4776_S	4838_S	4935_S	5099_S	5731_S	5880_S	5911_S	6150_S	6679_S	6876_S	6971_S	7184_S	7188_S	7546_S	7739_S	7988_S	8054_S	824-1	825-3	829-1	837-1	839	839-1	840-1	841-1	842
SEQ1	1.38931795	-0.42862388	0.155923566	0.816944535	0.220959068	0.395128592	0.92753465	0.811492443	0.122037453	1.66164757	0.928988893	0.49824191	1.595360175	0.83747777	0.660288083	2.182253475	2.2920545	0.866200408	0.19646688	1.461079225	1.290784825	1.228629983	0.16936695	1.41694855	0.951014303	0.107994359	1.57545475	0.45301028	0.774769475	1.643294475	0.463447375	1.211984375	0.742226193	0.282527663	0.215430281	1.263512775	1.80687575	0.854790363	0.600884185	0.22083697	0.45027534	0.600859165	0.993108808	0.36443606	1.451202275	1.64619975	0.969584663	1.2026235	-0.079653302	1.010691175	1.287934625	1.733802975	0.65929531	1.078871575	0.532648908	0.820212025	0.972744513	1.115166425	0.633739378	0.237107249	1.68389525	0.870933205	1.6636647	0.63383744	1.368881675	1.51922755	0.840934713	1.345199325	1.05660195	1.167860625	0.338864473	1.68325075	1.5691645	1.7919684	-0.686413443	1.28311175	0.97465387	1.23183915	1.262678025	0.407349008	0.850446725	1.2218398	0.996113458	0.8950537	1.371395625	0.37862173	2.333342175	0.38717617	0.006771496	1.76202125	-0.471283063	0.749439668	0.783328013	0.77582545	0.393864898	-0.036006844	1.490421675	0.444910643	1.24917535	1.377026875	0.635697728	0.661530215	1.124949575	1.85199515	1.915476125	0.145449558	-0.265031783	0.326042245	0.39764723	1.0531677	1.1073397	1.22311899	3.01558395	2.73205625	1.614708425	3.0755663	1.880503075	0.444297418	2.27443765	1.8090664	0.676532108	1.33867875	0.905909198	1.120440788	2.00208835	1.151117075	0.79762735	1.0532738	0.458094645	0.571328358	0.36971517	1.244445575	1.112042965	1.2392764	2.71815045	-0.270443809	2.621732025	0.533146325	1.088260825	0.24182187	0.468547355	0.865144678	0.78562419	0.25718382	0.042937379	1.910948225	0.485655295	0.539007935	1.004567638	0.606063188	0.9525316	0.978101793	1.4632082	0.359377728	1.145587288	0.824526588	1.596928475	1.604494375	0.262943753	0.520643228	0.84767234	1.39514605	-0.113244546	0.823796348	0.02441365	0.712171035	0.237322549	1.51692085	1.589735925	-0.096853333	0.02714785	-0.20150389	1.02097501	-0.173245353	0.572031088	0.608478715	0.616792235	1.45272445	1.120560025	1.201160125	-0.36776024	1.612700575	0.294886963	0.149972256	1.053250375	1.2907384	-0.002126662	1.199668025	0.436756525	-0.267302478	1.640224725	1.712263075	1.809017475	0.81443511	0.59871291	1.07633905	-0.359615195	3.06988825	-0.270526675	0.691768993	1.532351125	0.344224074	-0.207369588	1.47568505	0.67155908	1.69277645	0.437158163	1.5010451	0.461139998	0.489113033	0.512219943	1.52870055	0.894429765	0.424124903	2.1796388	2.37539245	1.955595325	1.254683475	1.1429176	0.405800568	0.545180725	1.5126185	-0.312640524	-0.028016308	1.52352305	0.627130203	1.4338241	0.424328414	1.87573535
SEQ10	-0.313667355	-1.5638314	-0.439176833	-0.79317235	-0.57316694	-0.714168885	-0.602386725	-0.459261185	-0.129228083	-0.387023678	-0.007180073	0.192529004	-0.02388217	-0.557527908	-0.112362253	-0.263962111	-0.319200438	0.180701442	0.558603118	-0.018806847	-0.766763865	-0.39895191	-0.7289827	-0.56656677	-0.743491315	-0.492308273	-0.225932391	-0.04910919	0.142302133	-0.174289273	-0.250800233	-0.37200363	-0.081445836	0.203608485	0.299778569	-0.937861188	-0.410654848	-0.353949138	-0.945402938	0.041788561	-0.070700338	-0.299226735	-0.37946292	-0.018569317	-0.452397343	0.994340735	-0.361329688	0.12424634	-0.380030388	0.054610353	0.590349453	-1.1076201	-0.468356868	-0.712002677	-0.34243269	-0.182965623	0.159443717	-0.182987648	-0.132709859	-0.438676065	-0.244501859	-0.014018262	-0.206902029	-0.54313828	0.191196246	0.140134728	0.616908373	0.358411905	-0.452283435	-0.710903863	-0.312786299	0.221955874	-0.27372972	0.796594425	-0.855147818	0.736949935	-0.818952575	0.990460368	-0.021938888	0.614640998	-0.103141052	0.152805904	-0.511034725	-0.499966023	-0.555775118	-0.280682013	0.106889687	0.467743128	-0.296008758	-0.119712544	0.420554325	0.018594428	0.530534738	-0.641819252	-0.384981525	0.464217433	0.157264844	-0.08059926	-0.23830067	-0.57390457	0.345621787	-0.165002813	-0.76205206	-0.591646058	-0.69009284	-0.80479575	-1.0161049	-0.483761665	0.16759792	-0.472914975	0.67930361	0.12410238	-0.306150995	-0.014461191	0.641077865	0.2826969	0.8616024	1.244826775	0.770206985	0.951271413	0.322675025	-0.275912158	-0.12246655	-0.455810163	-0.6372491	-0.526769613	0.087710458	-0.397155138	-0.347140445	-0.139039719	0.25434579	0.027717159	-0.303806213	0.217988898	-0.708698613	0.228735867	-0.333543953	-0.005651989	-0.01805511	-0.970504075	0.022675261	-0.357948915	-0.163188715	-0.38019686	-0.057628168	-0.359894018	-0.289784795	-0.64393909	2.0954536	-0.126981401	-0.115308364	-0.596185203	-0.170883234	-0.48632163	-0.926124113	-0.19508127	-0.230113185	-0.016638668	-1.213264625	0.264100209	0.695679725	-0.166787934	-0.29266281	-0.326792649	0.095071868	-0.11429486	-1.082974075	-0.734973138	-0.018288064	0.179018355	-1.2244351	-0.322691413	-0.048852143	-1.04246734	0.033637896	0.307652713	0.56176822	0.413112768	0.030954934	-0.159360808	-0.131476632	1.1945368	0.1703465	-0.20354971	-0.226744565	-0.043429018	-0.553955395	-0.230488123	0.38997188	0.637164348	-0.40736547	-0.874206758	-0.404829045	-0.057514466	-0.552992733	0.033298393	-0.073331202	0.528586205	-0.613456745	-0.35940011	0.7209687	-0.448635133	0.274603796	-0.56438942	0.410618555	0.43634354	-0.2996591	-0.231221371	-0.957928692	-0.52558906	-0.195571854	-0.0094856	0.23561161	-0.805856273	1.3867329	1.03760314	0.77009886	0.127138164	0.496658555	-1.19644975	-0.300637335	0.546558208	-0.281623098	0.426007935	-0.493261893	-1.19957675	-0.680711638	0.488512425	-0.29575322
SEQ100	0.7946424	0.196327398	-0.730102013	0.19575797	0.346928945	-0.052017207	0.252872208	0.14795805	0.255986663	-0.087473924	0.153424999	-0.35404719	0.324509705	-0.007358693	-0.206162279	-0.18032638	0.375026151	0.121666633	0.123330641	0.240758455	0.229771836	-0.025226813	-0.15952189	0.165990969	0.553050093	-0.32163411	-0.032937458	-0.152070694	-0.448951435	0.535299233	0.626036593	0.089820749	0.268361708	-0.089171748	0.210886094	1.06930104	0.337400085	0.551275588	0.331521405	0.213304236	0.669722495	0.311052723	0.144004501	0.200477483	0.406645148	-0.480308948	0.425062773	-0.214943861	-0.012802881	-0.35921013	-0.094043842	-0.41836332	-0.228275028	-0.096123904	0.86544224	-0.360467075	0.311461414	-0.177743507	-0.099485629	0.211098545	-0.063041059	-0.094853584	0.133292356	-0.136217319	-0.094601241	0.07592591	-0.015152878	0.6449167	-0.228768618	0.090986623	0.3905895	-0.398211805	-0.014820185	-0.292745325	0.207839258	0.268144539	-0.329012405	-0.393729188	-0.0171385	-0.217189991	0.599922078	-0.039634457	-0.014903028	-0.097621003	-0.103276643	0.136204342	-0.366160123	-0.647005638	-0.24700497	-0.499348978	0.181752734	-0.39787871	-0.668311215	0.009777685	-0.00781087	-0.581273715	-0.245814857	-0.643207878	-0.495167515	-0.058569648	-0.366817977	-0.481341153	0.074402011	0.357863968	-0.321841165	0.163420458	1.186929575	0.027252912	0.180107433	-0.224804252	0.013578188	-0.238598148	-0.404874243	-0.24499826	-0.142476258	-0.197826974	0.138806895	0.312024878	0.17457115	-0.114737639	0.532812113	-0.077637935	0.002527973	0.581978248	0.538125456	-0.024060993	0.851363483	0.576616563	0.373325743	0.19612838	-0.016293357	0.698368223	-0.076721895	0.155032025	-0.129357998	-0.609647413	0.251625863	0.303800583	-0.124391405	1.046712265	0.2809452	0.12692445	0.096815448	0.196741816	0.59599111	-0.46616916	0.484908568	0.420775348	-0.537101375	-0.22360332	0.205638168	0.554456155	-0.188727501	0.132208702	0.070106378	0.074446221	-0.191835404	0.046842245	0.678316023	-0.100584913	-0.128147161	0.067589532	0.673906748	0.26489786	0.171347255	0.205183113	-0.611336275	-0.29587049	-0.214081943	0.073763262	0.464330953	0.287532762	-0.196745965	0.519667713	0.006566619	-0.079703628	-0.112728969	-0.192688075	0.078946159	0.203380218	-0.256282708	0.114024725	0.20037951	-0.342877075	0.43830627	0.067773629	0.025222777	0.008676594	0.316860643	0.049284748	-0.265254483	-0.511150295	0.192961129	-0.032118476	0.393930638	-0.108410941	-0.471319973	-0.140805198	0.411236433	-0.024293966	-0.166230565	0.906024725	-0.86643532	-0.303954078	-0.418999108	-0.211202351	-0.06737656	-0.434457443	0.378731945	-0.429302769	-0.41608338	-0.049369129	0.308984382	-0.501800845	-0.142651328	-0.142882435	-0.05413353	-0.323590146	-0.487064655	-0.013521112	0.03493913	0.390197595	0.617652365	-0.116151079	0.284501758	0.100681755	0.040526621	0.047588533	0.097744597
SEQ1000	-1.502887325	-2.7183575	-0.663023483	-2.25587915	-2.3459564	-0.710829038	-2.458174325	-2.377951625	-2.26821395	-0.9674161	-2.155800525	0.015010463	-1.042543088	-0.75998061	-2.098329	-1.574522925	-1.405145875	-2.33855165	-2.759289975	-2.37675985	-1.37783989	-0.802694315	-2.66301815	-0.99831545	-1.47250205	-2.1491776	-2.22249305	-1.829824825	-1.921350975	-2.974223575	-2.954761025	-0.344171215	-2.347419275	-3.360895925	-0.814082188	-2.34485085	-1.39773235	-1.116709025	-2.715264075	-1.96093005	-0.974553633	-0.259360721	-1.5964031	-2.41662835	-2.23508925	-1.0425986	-2.0217659	-1.965530325	-2.235325925	-1.17413845	-1.695443125	-2.1334019	-1.596224267	-1.216017875	-0.74632228	-1.8966395	-1.453242925	-1.108436725	-1.457331725	-2.4028439	-1.125173963	-1.202511	-1.989368575	-2.2397786	-1.4224555	-1.941583575	-0.440545663	-1.466364525	-1.8304837	-1.0836912	-1.647431625	-1.664353075	-1.57784805	-1.79669085	-1.814170225	-2.132915825	-1.152714385	-0.197423435	-0.505944898	-0.7084565	-1.4940518	-1.07266245	-1.6437889	-2.024966825	-0.498269283	-0.987535713	-1.671253125	-0.337863248	-0.587178058	-1.895395825	-1.770824525	-0.730358583	-1.038285925	-0.178822573	-2.242745575	-0.080234981	-0.9264511	0.041777855	-1.39316735	-1.2912317	-0.263811438	-1.2299149	-2.8337245	-1.673910833	-0.87508416	-1.69906515	-1.901753525	-1.179688175	-0.810602215	-0.353936493	-0.739635708	-2.061423075	-1.28489835	-0.845970428	-1.179032775	-0.122980204	-0.101896465	-1.938879525	-2.20077295	-1.93455415	-2.560321375	-2.256201175	-1.94287985	-0.940490923	-1.9452326	-1.635055575	-1.931057025	-2.3096021	-1.232925	-2.572369925	-1.5431368	-1.79179985	-2.62810975	-2.075034275	-2.124915625	-0.936622725	-1.741199775	-2.6240987	-2.339179125	-2.408761325	-2.58804095	-2.613828125	-2.379213375	-2.185285275	-2.4506676	-2.276918225	-2.283445375	-1.94826895	-0.957062325	-2.0226416	-1.61175855	-0.08162853	-1.76718035	-2.106851125	-2.1420919	-2.198492375	-1.656646975	-1.426008425	-3.015611225	-2.65297495	-3.242737125	-1.78910075	-1.920930825	-2.609822575	-1.7965188	-3.00916655	-1.385508125	-1.867184375	-0.912677098	0.090913978	-2.455954975	-2.867723425	-2.3813334	-2.523645667	-1.463109475	-1.994161175	-2.095017275	-2.2532673	-1.749160175	-1.657194275	-1.3749864	-1.988944125	-3.207698375	0.130323942	-1.773828675	-1.379154075	-2.255573925	-2.380559675	-1.287058275	-1.79031795	-1.004962575	-2.480196975	-0.866343693	-0.876634725	-0.55473417	-0.691320115	-1.1012115	-0.725962737	-1.669006075	-1.66226175	-2.377818565	-1.1213233	-0.397147533	-1.158692525	-2.0494303	-3.2302758	-1.3329518	-1.45891295	-2.481108825	-1.348600625	-0.321411563	-1.437755	-1.060090678	-1.182385675	-1.313589	-1.1690009	-2.7104458	-1.681708575	-0.678851498	-2.8573701	-1.98423885	-2.038521725	-2.35093955	-2.067459375	-1.7574491	-1.07364141	-2.267210325	-2.080461125	-2.62647515
SEQ1001	0.000492765	0.903155135	-0.680936503	1.009211725	0.935319075	-0.406145195	0.52942257	0.426658555	1.0232882	-0.254755043	-0.052365135	-0.311280997	2.7258672	-0.396190303	0.164817679	-0.15454571	-0.207868263	0.002648908	-0.33660023	-0.754581253	2.8892611	1.84645285	-0.81475735	1.16114785	1.619753825	0.03861635	-0.324346193	0.531296968	-1.301052275	-0.72289332	0.625632608	0.609792113	0.54882881	0.186388014	0.170279988	0.709297925	-1.06294735	1.307327	1.31949345	-0.517424818	4.391163625	1.4702747	0.138893685	0.935372685	2.382398775	-0.525109888	0.283416126	-0.692849993	0.884295338	1.134714225	1.351185325	0.143352993	0.24121804	1.413262708	2.08159125	0.111041403	-0.036261969	-0.092215974	-0.943509545	1.04058425	0.326164168	0.63898575	0.74555828	0.59018603	0.829692488	0.564274283	1.323874385	2.395878425	1.66335305	0.333404395	2.220786275	0.854458025	0.76251887	0.857678533	0.153970858	-0.445946785	0.448966686	-1.345883525	0.31604869	0.106535253	0.019763288	0.949802945	-0.274685316	0.172104898	0.73509239	0.271992077	-0.56841463	0.081995419	0.37727886	0.094201564	0.9144995	0.066874531	0.208435133	0.018195143	-0.216743953	-0.52035865	0.371199525	0.070706633	-0.040757537	0.638868665	0.134986408	-0.353327193	0.304184355	0.18960603	-0.584966125	0.047161878	0.245161612	0.212047149	-0.234802403	-0.718477613	0.14286623	0.179375078	-0.57914794	0.018786746	0.898574108	-0.174714941	0.80870156	-0.69296908	-0.756526153	-0.015032869	1.05168905	1.843042465	1.644388775	0.054758246	1.6552409	0.126773824	1.313235675	-0.164531258	0.304864786	1.18597335	0.344915155	1.575457825	-0.035616048	-0.220545269	0.57941801	-0.503601093	0.788261528	1.19214795	0.902504413	1.30319535	1.04888497	0.8239585	0.654932238	1.712204525	-0.527181465	-0.149841963	1.405913025	0.5109023	0.282346834	-0.986686368	0.165424237	1.293375038	0.462469328	0.517675873	0.74620125	0.988376013	0.181023404	1.072919445	1.480180588	1.03199074	0.106020075	0.72419973	0.049800917	1.355533425	0.059710276	0.47522424	-0.006944793	0.321423785	0.604889435	0.027374565	1.38958915	1.26290705	0.482516608	1.362276775	-0.755372685	0.31588179	-0.541974335	1.12379555	0.209067985	1.209657375	0.177584285	-0.350759323	0.305047428	0.29977608	-0.494519365	1.4912467	0.786483315	1.333806475	-0.376873495	-0.22594185	0.724595575	-0.528337048	2.059041325	0.08881917	0.556793	0.739015523	-0.085245316	-0.12862924	0.240920678	-0.046184975	-0.29484824	-0.141634464	-0.740816068	1.398535925	-0.443071453	-0.07839374	-0.308881908	-0.865208025	0.897772478	-0.061192926	1.890548575	0.429779105	1.816557015	-0.748751078	-0.085008449	0.076498134	0.257546278	0.099881079	-1.64218995	-0.409609085	0.346950403	0.364456945	1.51251495	1.12513614	0.73031467	1.395672375	2.166257275	-0.020267058	0.73834225
SEQ1002	-1.663286575	-0.580289455	-0.886548785	-0.868756558	-2.480444025	-0.971531075	-0.810437878	-1.141085615	-1.31704375	-1.291536625	-0.665948953	0.029095536	-1.121947603	-1.7395203	-1.8346326	-1.634018935	-1.716229275	-0.862771875	0.213347053	-0.3695691	-2.087684675	-1.230370175	-0.808037118	-1.846734675	-2.349620725	-1.156419	-0.541694238	-0.998895285	-2.062940975	-0.521803833	-0.44556704	-0.866342248	-0.719006758	-0.166038766	-1.3855198	-0.28155656	-1.559614725	-2.16829865	-0.334355705	-0.983351435	-0.550738388	0.114098443	-0.795806875	0.118758228	-0.82799579	-0.416369508	-0.62643029	-0.519653358	-0.312062145	-0.473839318	-0.79129895	-2.11976495	-1.583419775	-1.102353015	-0.197622758	-1.285696	-0.972828558	-0.813350278	-1.01009265	-1.7103389	-0.642530245	-1.135839488	-1.143082815	-1.88863765	-0.347989718	-1.290010575	-0.365367055	-0.666776378	-0.60224329	-0.03235777	-1.449479925	0.106872703	-0.457503795	-0.787014925	-2.223844925	-0.782906535	-1.45035245	-0.411573468	-0.658940848	-1.058224858	-0.90574334	-0.428469945	-1.978557075	-1.83396595	-1.00142221	-1.53117925	-1.5018774	-0.700866943	-0.97033042	-1.207688683	-1.791836125	-0.953647225	-1.276603025	-0.303782398	-1.01551034	-0.100526587	-0.416929275	0.026449282	-1.5611847	-0.8125918	-0.695478205	-1.540535975	-1.453541625	0.020479144	-1.295290625	-0.739817388	-0.433096189	-0.286366571	-0.417642348	-0.816130965	-0.044327838	-0.576334293	-1.717757075	-0.605524218	-0.335521429	-0.357010228	0.06899655	-1.071629858	0.173529723	-0.495911813	-0.064769209	-1.13398795	-0.729149014	-1.806753725	-0.117244945	-0.493695808	-0.301708248	-0.563738925	-1.615536225	0.260470018	-2.642603675	-0.291883755	-0.79385798	-0.779808555	-0.908396935	-1.17355405	-0.21271763	-0.41617092	0.025930767	0.283320113	-0.449379058	-0.063627178	-0.95225645	-1.989278	-0.94417364	-0.947558385	-0.13383214	-1.403338275	-0.192366685	-2.3187307	-0.248900737	-0.623425115	-0.706980118	-0.487828445	-0.517761133	-0.045405935	-0.912432425	-0.891253245	0.097604135	-1.08548722	-0.758877688	-0.870111065	-0.283038631	-0.195502025	-0.61280914	0.060588553	-1.7775817	-0.745016975	0.051362761	-0.09697443	-0.161570823	-0.424899358	-0.7082838	0.405996043	-1.034188125	-1.357431833	-1.071214158	-0.286755222	-0.356174159	-0.793530743	-0.100937905	-1.059612725	-1.07286281	-0.557856633	-0.4560862	0.051109353	-0.16335866	0.552945463	-0.0470767	0.279048047	-1.4288198	-1.930296825	-1.4489908	-1.506404225	-0.885423	-1.001698025	-0.444769405	-0.49016597	-1.91260095	-0.980482718	-1.46160965	-1.030306828	-0.744682058	-1.479278025	-0.86433351	-1.1362451	-0.709223213	-0.78394985	-1.18109405	-0.981620238	-0.75242794	-0.316101863	-0.82362235	-1.625444375	-0.938049803	-0.754484175	-0.897759965	-0.8038544	-0.863765263	-0.511885555	-0.32499309	-0.424471553	-0.872054088	-0.377788555	-0.366369928	0.265047615	-0.493122635	-1.088116725	-0.336615088
SEQ1003	0.329497793	0.191696523	-0.605513818	0.401408083	0.471993698	0.162227828	-0.055377329	0.162168064	0.27323204	-0.330459614	0.003620984	-0.117736209	0.495742028	0.067842569	0.07180613	-0.61469419	-0.409228533	-0.045769726	0.161684439	-0.223375522	0.374184219	-0.002067428	-0.069835545	0.60485903	-0.212369494	-0.109027683	-0.291984243	-0.01473593	-0.908804225	-0.45555873	0.622116633	0.285507848	0.20006739	0.002418866	0.144377987	0.510747485	-0.388957675	-0.039329331	0.567781598	0.38483831	1.8571252	1.205550625	0.42389127	0.676843943	0.493071565	-0.73744425	0.303276211	-0.117993429	-0.126860012	0.054627908	0.251346214	0.122237732	0.285021633	0.280324932	1.267045825	-0.334202953	-0.040737466	0.054815096	-0.47573116	0.424414608	-0.331880985	0.19951317	0.568169558	0.425937158	-0.193497067	0.243777079	-0.163976923	0.708599778	0.078742914	0.027929709	1.14258966	0.151050428	0.054810084	0.284557533	-0.038408483	-0.30792105	-0.085685375	0.180953645	0.386242535	-0.48045735	0.54718838	0.17053398	-0.072797651	0.148526034	0.428528725	-0.323377183	-0.69594878	-0.139057618	-0.390977768	-0.530373395	-0.126236014	0.057443729	-0.12369574	-0.000439315	0.262406795	-1.108380975	0.616150393	-0.062211753	-0.020929936	0.225411594	-0.83132819	-0.596942295	0.18612427	-0.057764034	-0.60533929	0.36972762	0.28127753	0.093677618	-0.378668583	-0.70568	-0.074487895	-0.274890358	-0.751051648	0.251222873	0.042704568	-0.767710958	-0.4071552	-0.316044048	-0.042356823	-0.266066801	0.73278645	0.476433153	0.358158175	0.238816334	0.654548408	0.266655384	0.361540345	-0.004294108	0.114689572	0.659090465	-0.262368943	0.140898923	0.085170932	0.157989456	0.036438638	-0.214110427	-0.087724549	0.371139423	0.041816604	0.9604149	0.488171118	0.589587913	0.05639796	0.924426963	0.275506268	-0.407828558	0.407536938	0.49936235	-0.065225683	-0.52403904	0.253834375	0.617400985	-0.35298279	0.518380048	0.12837627	0.3569916	-0.084529993	0.385652108	1.21856405	0.04797359	-0.260640013	0.351556193	0.165560492	0.488020233	0.08747602	0.149898665	-0.752878878	0.427234988	-0.118782254	0.246943435	0.35616953	0.434535023	-0.171372693	0.522520898	-0.108532541	0.011044968	-0.5832276	0.49081875	-0.111874378	0.319480293	-0.089316045	-0.121059059	-0.065979251	-0.219540618	0.246532913	0.528387103	0.562165988	0.387538975	0.059793379	-0.321009983	-0.176372865	-0.47204969	0.985935965	-0.440284565	-0.376187353	0.085340968	-0.268361755	-0.279101438	-0.377296285	-0.246637519	-0.32976118	-0.152846003	-0.45236165	0.401534345	-0.550875163	-0.057812273	0.406299883	0.350983113	0.54143459	0.43467429	0.642468677	-0.542099278	-0.048087767	-0.632977748	-0.547202183	0.012891039	-0.480828055	-0.382021318	-1.1487345	0.589804278	0.360762198	0.134332993	0.598588225	0.499073275	0.411679343	0.211908808	0.920052125	-0.601484308	0.51433438
SEQ1004	-1.15311865	-1.090810475	-0.454473575	-2.36954585	-1.6634455	-1.605822775	-2.007885575	0.18225613	-1.512525125	-1.264933	-1.649008975	-1.839611375	-0.51889605	-1.086748625	-1.177187725	0.028284801	-1.800212675	-1.885291875	-2.59717675	-1.7602756	-0.191252063	1.4143316	-1.287191168	0.527030965	-1.23485585	-0.368121105	-1.6176871	-0.724730515	-1.955248575	-2.524237875	-0.090192175	1.458239125	-1.4498103	-2.0068542	-0.977729475	1.537693925	-1.4184465	-0.592416995	-1.5170481	-0.025114938	-1.197337225	-0.222230155	-1.768135775	-0.39661621	-1.37714925	-0.768919653	0.528361278	-0.541144438	-1.734393475	0.097561941	0.988476515	-1.183983025	-0.64864582	-1.009838485	-0.758119388	-1.736834575	-0.28240223	-1.087620083	0.795226808	0.42419166	0.128348729	1.52339575	-0.808684495	-0.039807091	-1.6959373	-1.42498175	0.884620355	-1.398799725	-0.937936125	-1.14888345	0.412132955	0.348886373	-1.158061775	-0.247208899	-1.16030935	-2.2764033	0.236047198	-0.98960828	-0.525357828	-0.276756551	-1.67961	-2.443260775	-0.675234853	-2.54683635	0.666214883	-0.563849143	-2.827419325	-0.924993163	-0.694420525	-2.6865656	-1.449116675	-2.2413369	-1.643263875	-1.332451725	-2.01550805	-1.013912875	-1.872066275	-0.700529633	-1.54911105	-0.978207575	-1.775954925	0.788704815	-0.106757123	-1.67812115	0.478687003	-0.754356658	-1.259103475	-1.301762025	-2.68638025	-1.167300775	-2.1427512	-1.26675505	-1.700441825	-0.149641903	-2.4017155	-0.781275965	-1.8985729	-0.988460333	-1.00902886	-2.205934125	-1.165263775	-2.0784309	-0.566357428	0.121583871	-0.410150738	-1.8640269	-1.233629075	-2.653547925	-1.353539875	-0.887830403	-1.118297775	-1.157400275	-1.35845025	-1.5737503	0.26196874	-1.690933925	-0.69016819	-0.89410955	-0.075432653	-0.708683258	-1.700480375	-1.39403885	-2.1978671	-1.421939275	-1.21163365	-1.695188075	-1.05831934	1.611700125	-0.99890385	-1.39609145	-0.119505304	-1.58558436	-1.1553854	-1.160886325	-1.800663775	-2.184090075	0.376928606	-0.327338315	-1.13250409	-2.40208875	-1.85871935	-1.3078514	-1.3182307	-0.38962495	-1.461197075	-1.614205075	-1.811137475	-0.734924483	-0.990698538	-0.641488035	-1.000431893	-0.85758413	-0.144663759	-0.219814939	-1.181750125	-1.83999615	-2.805738175	-2.318811775	-2.366215675	-2.7414886	-1.535627825	-1.95086135	-2.20731275	-1.956632425	-2.18575385	-0.399911438	-1.05599495	0.78201446	-1.395009575	-1.624483975	-0.647972055	-2.68514155	-0.287337413	-0.636641315	-1.416617175	-0.889497563	-1.93838965	-3.05762375	-1.9603735	1.853488625	-2.393495775	-1.481301925	-1.580290775	0.2448949	-1.923803	-1.3498777	-0.754125705	-0.484443275	-2.0758393	-2.185167575	-0.694375675	-0.971404685	-0.51909823	-0.746934818	-2.4199345	-1.75169735	-1.46842335	-0.536123898	-1.51187475	-0.31280021	-1.146098525	-1.497272375	-0.483572105	-0.156307881	-2.34142505	-1.629557425	0.235004913	-1.41685189	-0.380431203
