probe	01008T_E	01009_E	01012T_E	01013T_E	01015T_E	01016T_E	01017T_E	01018T_E	01019T_E	01020T_E	01022T_E	01025_E	01027_E	01028T_E	01029T_E	01030T_E	01031T_E	01032T_E	01033T_E	01034T_E	01035_E	01037_E	01040_E	01041_E	01044_E	01046_E	01048_E	1010-1	1012-1	1017-1	1022-1	1024-1	1031-1	1033	1034-2	1036-1	1047-1	1053-1	1056-4_DK	1058-2	1060-1	1065-1	1066-1	1073-1	1077-1	1078-1	1083-1	1086-1	1093-1	1105-1	1117-1	1131-1	1134-1	1145-1	1146-1	1158-1	1164-1	1182-1	1189-1	1191-1	1195	1206-1	1209-1	1210-1	1211-1	1211-2	1224-1	1238-1	1250-1	1252-1	1255-1	1257-1	1259-1	1264-1	1280-1	1282-1	1290-1	1293-1	1303-1	1325_S	1327-1	1330-1	1334-4	1335-1	1336-1	1337-1	1342-1	1345-2	1346-1	1349-1	1352-1	1354-1	1366-1	1367-1	1375-1	1379	1379-1	1390-1	1408-1	1412	1413	1415-1	1425-1_DK	1430-1	1434-1	1442	843-1	845-1	848	855-1	856-2	861-1	865-1	867	867_UK	876-1	879	880-1	881-1	886-1	8908_S	898-1	908	910	916-1	924-1	925-7	926-1	927-1	930-1	938-1	941-4	942-1	943	944-1	962-1	965	967-3	970-1	972-1	992-1	997-1	998-1	102_F	105_F	107_F	112_F	113_F	169_F	171_F	193_F	194_F	735-1_DK	1082-1_DK	112-10	129_UK	132_UK	140-16	154-5	167_UK	168_UK	177-1	187_UK	19134_S	19292_S	195	19700_S	19783_S	19992_S	20421_S	20577_S	20724_S	20750_S	20803_S	20975_S
SEQ167	-0.039645521	-0.553810483	0.1619091	-0.168438775	-0.83009208	0.255348867	-0.429910645	0.97561646	-1.192297163	-1.172005365	-0.250141493	0.074378641	-0.778616325	-0.674851548	-0.13021307	0.003847925	0.240267663	-0.4185229	-0.108622571	1.6362759	0.459133655	0.714432673	-0.463891745	0.509079778	0.391907655	0.59695568	0.059135503	-0.015117946	0.173107577	0.061845782	-0.549763083	-0.540527183	-0.804030703	-0.806496678	-0.224133848	-0.764777823	0.14907169	-0.227854659	-0.355950216	-0.026978721	-0.762684137	-0.362769807	-0.057674959	-0.57905466	0.775050795	-0.017495	0.76400145	-0.081614468	-0.28781231	-0.36251613	-0.16691135	0.27050208	-1.0101068	-0.507850978	-0.187424544	-0.124997834	0.263321111	0.113136753	0.206630513	0.14544216	-0.588224088	-0.243123513	-0.289196337	-0.04631442	0.039850709	-0.735692938	-0.248530828	0.315844435	-0.527742058	0.85694826	0.149026445	0.138161006	0.08005063	-0.063730662	-0.252642944	0.093105088	0.090351644	-0.395788575	-0.328522098	-0.026656418	-0.238042021	-0.260382633	0.330140755	-0.02620619	-1.70053165	-0.456846928	-0.188999133	0.220746788	-0.188110002	-0.085789258	-0.070826387	0.133799272	-0.312105578	-0.095937207	-0.021756966	-0.87470486	-0.022290394	0.05475537	-0.469905333	-0.610787728	-0.157752094	-0.628059423	-0.85005503	1.107621825	-0.594015348	0.395688273	-0.654741725	-0.496377515	-0.645108725	-0.30462579	-0.477925963	0.42386216	-0.042067275	-0.027138254	-0.805103713	0.600133647	-0.747465735	0.762460813	-0.849515483	0.5137979	-0.08585129	0.033132442	-0.43498119	-1.21454265	-0.34978992	-0.216319029	-0.5776928	-0.381719228	-0.445044645	0.541372578	0.831315875	-0.437067625	-0.758527253	-1.704426225	-0.494657225	-0.012209988	-0.518622065	-0.37882095	-0.048354016	0.109997713	1.42734065	0.14508422	-0.328015815	0.584786098	-0.815629723	-0.586542105	-0.770355875	-0.973261725	-0.97088882	-0.959938218	-0.874109975	-0.972954275	0.278539838	-0.363283793	0.144016944	-0.31240458	-0.76685914	-0.186185736	0.289641678	0.54168389	-0.430164115	-0.201308555	0.299750398	1.40960395	-0.27065188	0.36607013	0.011857881	2.000667775	-0.877740363	-1.23478475	0.095663324	0.186061916	0.286743123	0.512383668	-0.227677815
SEQ168	-0.375185495	-0.089406633	0.271625303	-0.417158578	-0.542888575	-0.100329671	0.023507045	-0.438928173	0.108765888	-0.010001572	-0.428404845	0.101264683	-0.3161886	-0.502971805	0.109228446	-0.186374388	-0.002597437	-0.146446192	-0.041149277	-0.155493733	-0.140694584	0.030556438	-0.085904848	-0.356228798	0.287225349	-0.031477649	-0.072491931	0.10153335	0.015938627	-0.013497215	-0.283383747	-0.22623575	-0.777171588	-0.177608295	-0.610466285	0.521389273	0.432590303	-0.083689303	0.063516611	0.176016048	-0.264515463	0.284918053	-0.5220236	-0.650140835	0.316777468	0.7349641	0.273885225	0.145563257	-0.12123945	0.15716306	0.001566875	-0.154682438	-0.435215228	0.095739394	-0.04780848	-0.004941254	0.845057995	0.206519288	0.272948238	0.00045696	-0.01789119	0.18855369	0.518124215	0.47996311	-0.231244034	0.12482226	-0.240721938	0.360133145	0.388247595	0.202552403	0.32011197	-0.161232594	-0.21352488	-0.263388133	0.147218042	0.16443622	-0.3896864	0.5981728	-0.07760148	0.216554701	-0.36971612	0.284027199	0.141228987	0.29014418	-0.815313468	-0.624432915	-0.12647497	-0.143534793	0.058023072	-0.373252155	-0.444571105	-0.031875035	0.327212878	0.5836321	0.15084126	-0.517356623	0.036963665	0.035661014	-0.65470874	-0.130856575	-0.036127047	0.266124679	-0.568077273	-0.018571183	0.203208643	0.259394573	-0.264358849	0.557037755	0.305138351	-0.051553029	-0.14402332	0.252823939	0.359772414	0.360611168	-0.555409483	0.011145392	0.110118935	0.22662496	-0.033931967	0.628978943	-0.145940993	-0.115785708	-0.476299285	-0.881207795	-0.260165913	-0.056376091	-0.048526987	-0.293969094	-0.65375667	0.702802925	0.69476324	-0.075367299	-0.620032863	-0.214180523	-0.309070788	-0.099122115	-0.318959237	-0.675780563	0.47437632	0.066152546	0.59932569	-0.357725478	0.118880881	0.121105664	0.215603598	0.09815044	-0.266860093	0.284645103	-0.075061898	-0.041411551	-0.2082576	-0.296142955	0.185840157	-0.169946012	-0.014416289	-0.180346742	0.664773785	-0.192629168	0.13177251	0.113016945	-0.309292603	0.057748345	0.47871877	0.637562315	-0.270794973	0.261002982	0.162904944	1.003042135	0.257174628	-0.475244703	-0.066607384	-0.181845938	0.067925768	0.274228055	-0.291102453
SEQ169	-0.283040743	-0.345370068	-0.512431473	-0.813774073	-0.76525186	0.15686266	-0.826038925	-0.217376811	-0.7121621	-0.85590851	-0.339205848	-0.56254939	-0.702448243	-0.591041393	-0.585117445	-0.152381188	-0.170327851	-0.587281735	-0.6311655	-0.125199029	-0.06958045	-0.047606219	-0.29392557	-0.333411683	0.195415225	0.611148835	-0.00359339	-0.528054143	-0.305658883	-0.420717678	-0.735697963	-0.610139493	-0.601144675	-0.635893638	-0.13099851	-0.92610761	-0.190896441	-0.517352865	-0.258409925	-0.341909048	-0.556901283	-0.342515	-0.370062685	-0.77077025	-0.45117014	-0.125390598	-0.257164943	-0.340473699	-0.76441961	-0.53034677	-0.851183423	-0.56296887	-0.567364863	0.015284755	-0.988225888	-0.867608035	-0.175856581	-0.841636325	-0.648840105	-0.30526281	-0.571056448	-0.075867365	-0.223136138	-0.382029049	-0.840430808	-1.19971195	-0.581580845	-0.37675769	-0.708911073	-0.050248117	0.001966945	-0.5039616	-0.301920335	-0.693526353	-0.602719123	-0.382719973	-0.43832167	-0.753591115	-0.351887203	-0.15121665	-0.72679669	-0.519810935	-0.013201724	-0.34247129	-0.886217153	-0.773650925	-0.725438493	-0.743948105	-0.7222763	-1.004037533	-0.498269795	-0.133408106	-0.284479998	-0.133823473	-0.157661743	-1.30756355	-0.436821773	-0.606062283	-0.49742129	-1.095202925	-0.622695895	-0.300605201	-0.553585083	-0.218922458	-0.375114908	-0.29793947	-1.0897103	-0.450988145	-0.155423423	-0.320101585	-0.564603975	-0.636725875	-0.139404215	-0.46854065	-0.543426768	-0.186686883	-0.239921115	-0.44226544	-0.312969958	0.022670333	-0.421721703	-0.265929257	-1.208737365	-1.712293725	-1.096213013	0.324625595	-0.889528058	-0.220130816	-1.123326775	0.324993813	0.758705295	-0.764742268	-1.163680415	-0.609901033	-0.586055428	-0.920323233	-0.74569717	-0.243654709	0.038698386	-0.42242287	0.59266741	-0.500328923	-0.356727853	0.232099973	-0.342055573	0.10509929	-0.486881593	-0.094167569	-0.74448794	-0.627462755	-0.708718353	-0.39295641	-0.400192013	-0.286364285	-0.469732283	-0.414291518	0.253569528	-0.156242893	-0.451815398	-0.009723955	-0.66156663	-0.317167528	-0.732380115	0.665257675	-0.627870865	0.42953243	0.211308377	1.718658575	-0.341548925	-1.242981975	0.007233424	0.215689118	0.177748258	0.244190811	-0.332595409
SEQ17	0.644061968	0.5900466	0.386207498	0.24939471	0.411754125	0.103005355	0.368283555	0.349532673	0.146579901	0.635567268	1.58005195	1.459491075	0.50379822	-0.139448512	0.176837635	0.293093687	0.219234614	0.451639213	0.611127245	0.474334867	0.23986071	0.22819925	0.35170309	1.79408955	0.393120218	0.215468358	0.875053068	0.02226247	0.209227785	0.197029299	0.613965345	0.02424154	0.063008273	0.551685373	-0.151333702	0.192211941	0.44023484	-0.308466396	0.458163468	0.599203028	-0.577373875	0.296592633	0.5511051	0.48070377	0.152677429	1.577543225	0.273449188	0.038925275	0.349242588	0.247152781	0.752619655	-0.199070873	0.340354835	0.160087093	0.139609278	0.107762068	0.146723993	0.040959365	-0.136680583	-0.0982929	1.6223986	-0.008693455	0.107833725	0.022214234	-0.070124808	1.075826275	0.256518495	0.259850288	1.152399201	0.19177769	-0.044310311	0.037415853	0.413997675	0.31635992	0.031773885	-0.107748665	0.474163778	0.035434705	0.2748637	0.602440165	0.477384933	1.226988025	-0.024484083	0.139037579	0.223508168	0.24754976	0.169706496	0.3671082	0.093659043	0.84048957	0.16930919	0.372132063	0.37074137	-0.066106685	-0.097324115	0.139977611	0.069647801	0.46035696	0.244406188	0.152177838	-0.106688505	0.438687985	0.33040028	0.080104765	0.275089279	-0.053096172	-0.018760788	0	0.37490359	0	-0.70286611	0.15735459	0.3075432	0.189711733	1.320524675	0.194386149	1.134358275	0.380984662	0	-0.426933163	0.104426108	0.276210763	0.216926808	0.129010115	-0.119028552	0.463827403	-0.003350238	0.251679939	0.082032331	0.040695293	-0.021687203	0.131907717	-0.095368429	2.106161425	-0.092897769	0.396188418	0.179086914	-0.0222342	-0.067055974	-0.076167786	0.504119568	-0.051840131	0.566404943	0.115609924	0.025458131	0.085395673	0.261974782	0.404219313	0.372610803	0.36687588	0.102191503	0.10094657	0.352982845	0.368646854	-0.118658648	0.436035323	0.50244449	0.017222825	0.332734833	1.101910665	0.729472263	0.079646071	0.706028075	0.681749223	0.5431986	1.7679311	-0.366284818	0.218136625	0.932188625	0.014561308	0.482662898	0.744403675	0.309869967	-0.324111016	-1.6905708
SEQ170	-0.453175385	0.147740647	-0.012340068	-0.236056616	-0.194116158	-0.40323078	-0.080057205	-0.75704756	-0.184348205	-0.303583078	-0.326776626	-0.375550885	-0.491443583	-0.1205015	0.133574863	-0.24414064	-0.019794658	-0.387993498	-0.269151488	-0.529483	-0.005068613	-0.405044313	-0.433831079	-0.716539603	0.20497922	-0.209779503	-0.575446533	0.142008972	-0.116036497	0.113386389	-0.161357553	0.095931367	-0.18155429	-0.410170378	-0.07642482	0.060163338	0.31397418	0.237530526	0.395725101	-0.116036683	0.356498168	0.222817384	0.469732765	-0.454706648	0.196376106	0.364354037	0.52514828	0.194823656	-0.123120425	0.198272173	0.11426042	-0.328877493	-0.268155998	0.422470345	0.431164788	0.487943645	1.3630423	-0.185438088	0.312183525	0.39760677	-0.162563085	0.563857468	-0.147847414	0.460910235	-0.192960017	-0.642886633	-0.621971408	-0.140633763	0.684314178	0.541759115	0.183278343	0.630563225	0.117840778	-0.70455306	0.236973349	-0.157961065	-0.105046866	-0.336980323	-0.229716183	-0.874552025	-0.380243363	0.265327	-0.047792914	0.324703007	-0.57267144	-0.742157598	0.58136485	0.489575505	-0.005782713	-0.802482503	-0.265302535	-0.128411129	0.404995098	0.417360655	0.156831979	-0.56515982	-0.179512651	-0.24094101	-0.297412908	-0.526488065	-0.465417373	-0.02137312	-0.660086573	-0.49149785	-0.102350091	-0.253737683	-0.470401645	0.587710555	0.16001224	0.024387978	-0.538752615	-0.02033073	0.773024533	-0.461271018	-0.278071594	0.052479876	0.056416616	-0.210568718	0.82543081	-0.506412323	-0.147248598	-0.093078847	-0.470693158	-0.474087478	0.243887542	0.155272299	0.858541925	0.047207868	-0.625236005	0.394708735	-0.447179148	0.10164773	-0.312601993	-0.136218551	0.0202425	0.346496553	-0.500778375	-0.795500483	0.419269843	-0.017472385	-0.643534485	0.20568326	0.107747778	-0.495083863	-0.127003495	0.024096421	-0.374016708	-0.241553905	-0.281048048	-0.222372305	-0.63006718	-0.487540525	-0.269770825	-0.042609343	-0.364587238	-0.002311055	0.539305108	-0.202230535	-0.333425675	0.040192598	-0.217789035	-0.130075744	-0.065613748	-0.097283491	0.042154515	-0.03943709	-0.067367903	0.155736732	-0.414786945	0.0803407	-0.180005091	0.021934941	0.406607838	0.01887163	-1.16505
SEQ171	-0.11895872	-0.41081991	-0.039095682	-0.424211738	0.854884345	1.068144283	0.391429518	-0.425193715	-0.263895558	0.19739804	0.037992201	0.776965288	-0.216736125	-0.369462485	-0.288758073	-0.201997258	-0.252342429	-0.031943076	-0.314357705	-0.129446498	-0.1051856	-0.01408814	0.018916438	0.308488542	-0.117091515	0.318577343	0.031925622	0.11435009	-0.432474083	0.567780678	-0.23966009	0.363686333	0.698124444	0.196824013	0.534638685	0.675053973	1.151878643	-0.254273799	-0.118915248	-0.709353465	0.143739275	0.462176898	-0.309408965	-0.314167278	0.110095613	-0.282107019	0.610688273	0.369611935	-0.29846487	0.206462888	0.474260333	-0.631640575	0.3665894	-0.132313488	-0.417217238	-0.245285575	1.274411575	0.2488266	-0.03803651	-0.140259756	-0.137943839	-0.08270049	0.174613116	0.25824321	-0.289071079	0.66667413	-0.51703416	0.311819343	0.084165325	0.04380997	-0.133844155	0.279082275	0.144271678	-0.116113536	0.122702914	-0.357339855	-0.339187669	-0.047610008	-0.33270866	-0.13181495	-0.183001559	-0.478460115	-0.332568845	-0.42524577	-0.054750974	-0.047845302	-0.23440272	0.021428295	-0.180673773	0.069383003	0.098996797	0.041835342	-0.065682105	0.006162437	0.045560695	-0.449974667	0.097375115	0.327448415	0.029405033	-0.314569938	0.128174708	-0.36310687	-0.25351305	0.248872169	0.118939661	-0.031590091	-0.18046971	-0.059099212	1.12366495	0.489409214	-0.092123265	0.153455854	-0.191897104	0.142202259	-0.108185628	-0.42201057	0.2094298	0.018475635	-0.024644483	0.58543851	-0.004858622	-0.122693164	-0.310989147	0.2902461	-0.641850408	0.26222072	-0.179134785	0.267242218	-0.354433922	-0.326825148	-0.497922395	0.211556608	-0.630478613	-0.169373518	0.056235594	-0.175438736	1.030496825	0.100474931	0.395110875	0.161923858	0.010976968	-9.83E-05	0.050273652	0.321715655	-0.077583157	0.60448099	0.410187683	0.277305341	0.277004655	0.041643018	0.107875136	-0.23988119	-0.19127353	0.77680784	0.044006137	-0.232786351	0.293947173	0.204011974	0.2866957	0.20681644	0.275925263	0.110997345	-0.431486076	0.346943937	-0.494894835	-0.356742427	0.157494889	1.07382649	0.803276593	0.001908743	0.339864035	1.2046144	0.11142103	-0.258275377	0.052763882
SEQ172	0	-0.901208115	-0.285738563	-0.265717398	0.17487321	1.373219	0.171607528	-0.472658766	-0.644660613	0.3643507	-0.006166468	0.215748398	0.397923627	-0.101361787	-1.58897025	0.54358075	-1.30760371	-0.552702067	-0.929403255	-1.255872663	-0.606327917	0.480206513	-0.601398078	0.15926611	-1.25221195	-0.507977016	-1.13311336	0.476827703	-0.6478879	-0.064066805	1.43269684	0.292633875	-1.039733413	0.14043476	0.587328883	0.140928545	0.620512897	0.132977527	0.685088393	0.034467263	0.183256012	0.324841755	0	0.177936232	-0.276388311	0.825207638	0.408843444	0.059419975	0.792989914	-0.171372758	0.061455953	0	-1.06037665	1.25316545	0.130457768	-0.148273333	0.564232748	-0.8314378	-0.408338365	0.9741782	0.240628082	0.611755418	-0.107731325	-0.067272105	-0.575357013	-0.506597338	0.662699628	-0.112232566	-0.400156943	0.153610399	-0.384430249	0.765237533	0.202390761	-0.55509746	-0.139494015	-0.676532683	0.603609583	-0.33910944	0.44162669	-0.658430503	-0.077020445	-0.47450365	-0.310068525	-0.918036333	-0.69806204	-0.888104775	0.431246475	0.89579347	0.07224858	-0.74085986	0.549985455	0.41252233	-0.174342335	0.179570438	0.17186214	0	-0.967943942	-0.386489783	-0.8970366	-0.34953649	0.19619504	0.15795715	0.301857635	0.118200912	-0.763702315	-1.1944926	0.365599705	0.636867758	-0.24676145	0.84022894	-0.450808265	-0.50920379	1.239463	-0.055437905	0.60882211	-0.982681046	-0.31632951	-0.37307778	0.84934954	-0.714773555	-1.406531573	0	-0.65263288	-0.524675323	-0.442759693	0	-0.271345756	-0.010607953	-1.4373389	0.378163253	-1.235616625	0.94270986	0.54625511	0.345133527	1.084627213	-0.512389563	-0.019516677	1.627420025	0.9578271	-0.505846148	-0.58111425	0.795619748	1.04145931	0.330879485	0.333155743	0.56303426	0.506013518	0.38188003	0.458988835	0.40713527	0.418288923	-0.013347913	-0.587884045	0.316780596	0.050662622	-1.260911435	-0.087531994	0.629128403	0.91039884	0.28292672	-0.224614551	1.0109526	-1.165599038	-0.184370825	0.056630345	0.948509865	-0.724733383	-0.464501055	-0.145468135	-0.301601894	-0.438864433	0.626139179	-0.33221968	0	-0.51067692
SEQ173	0.477906453	-0.058188143	0.613425363	-0.113113814	2.118777225	-0.435114055	-0.227127919	-1.324095385	-0.387372525	-0.8797297	0.113204864	0.78887807	0.396770825	-1.13057655	-0.163523545	-0.924648525	-0.632978333	-0.71288854	-0.921017033	-0.809243098	0.22827971	0.472644568	-0.353548518	-0.204132613	-0.46666057	-0.586455965	-0.549998763	-0.239322633	-0.126947853	1.0483125	-0.40137249	0.248811775	0.204034195	-0.418768735	0.151380138	0.14114389	0.307354895	-0.238148698	0.026363179	-0.472863175	0.193889645	0.048463522	1.11311371	-0.253390184	-0.739904475	0.5995329	-0.326667274	0.136915246	0.587795467	-0.204841849	-0.103193531	0.129814181	0.766830565	-0.311978353	0.66671455	0.301274225	1.440593625	0.7603854	-0.63573125	0.390023558	0.963636075	-0.126598118	-0.051613163	-0.271580334	-0.021360003	-0.137607418	-0.39810549	0.070966994	-0.082529247	0.155910231	0.43265201	0.174705806	0.446579555	-0.353162613	0.54605917	0.388355503	0.226234226	-0.181197605	0.345024048	-0.96202845	0.168986135	-0.197049169	-0.7259875	-0.33320761	-0.195911773	0.129714439	0.374503227	-0.412006195	-0.059832929	-0.5911727	0.238017667	-0.500097395	0.325201685	0.435737513	-0.36882162	-0.222377505	-0.157320549	-0.064479401	0.621011938	-0.623043765	-0.066279732	-0.341701321	0.707636303	0.846420568	-0.225199969	-0.489658963	-0.108932775	0.626614728	1.027774275	-0.119275988	0.079857641	-0.05810023	0.526597133	-0.152624108	0.024339269	-0.295045655	0.032789088	1.09911691	2.131607775	0.23054399	0.26695061	-0.269441526	-0.19148768	0.735429843	-0.01490546	-0.241420715	0.831903333	-0.270852008	-0.528441735	-0.970241008	-0.137839013	1.159955985	-1.2606591	0.252007278	-0.409519093	-0.212434232	0.01762114	-0.625801238	0.318185385	0.16166578	-0.290589118	0.193119226	-0.037799202	-0.364105963	0.262931293	-0.418046095	0.53398499	-0.727717115	0.357368418	0.29420246	-0.105406695	0.00457184	-0.273078183	0.577087185	-0.66888849	0.44673296	0.92173315	0.126989921	-0.285267533	0.294750175	0.70803347	0.047738406	-0.318874882	0.221517225	-0.18214733	-0.291432215	0.204259411	0.446070523	1.576112475	1.367529225	-0.122817593	0.239767293	1.1389712	0.135686935	-0.481436508
SEQ174	1.13799275	1.21080995	1.156304975	0.608191865	0.124510552	0.64665031	0.441879183	0.746653338	0.365615348	1.3027407	0.453238919	-0.231193375	0.620379558	1.512547025	0.079453315	0.16265543	0.504369963	0.71001675	0.125884764	0.265065008	0.91733615	0.688449108	0.453785726	1.349914325	0.9004875	0.21358281	0.688741475	0.618420145	1.093401475	0.399150876	0.057836993	0.313336513	0.965916565	1.289717525	0.334760233	0.688819123	0.22081069	2.493499575	1.24542625	1.134830075	-0.034973375	0.072805395	-0.183948766	0.608750945	0.333905118	1.856549525	0.575026035	0.614987308	0.745367938	0.305608882	0.546527958	-0.20709926	0.35112981	0.990105925	0.600020563	1.39260075	1.2882421	0.704124943	0.741630593	1.93980595	0.660693173	0.844811313	2.161329475	0.60131382	0.990491518	1.598170975	1.004528318	0.833760563	0.34841072	0.54242583	1.20233135	0.597381257	0.866605925	0.496903735	0.510296873	1.47462215	0.906856275	0.54153512	0.017483112	0.785628175	0.88282339	0.433722234	0.161912036	0.143919039	1.74578865	0.871907968	0.03757395	0.185382602	0.627745625	0.164386599	1.03383675	0.66937838	0.82566889	0.577512525	0.71619169	1.092982135	0.037977141	0.93820696	0.46640291	1.10828495	0.890889525	1.259216175	0.569210818	1.177507525	0.726457125	1.216223975	0.247954448	0.85846486	0.085122849	2.0125877	0.217174688	0.584268333	0.130105544	1.55890995	1.234329353	0.142221718	0.87836154	0.497799065	0.876636193	1.31579125	0.093021283	0.442426323	0.105232414	-0.52958094	1.005170383	0.69655005	0.85561303	1.556973575	0.346081048	1.298922775	-0.19868772	0.700088575	0.511253555	1.37456955	-0.209945419	0.753301198	0.305979483	0.82488953	1.061630085	-0.073463765	0.90565113	1.011247715	1.304410875	1.43570535	1.324842725	1.856264925	1.393534175	0.902337398	0.66830386	0.975085275	0.801874748	1.01707305	0.827825935	1.971017275	0.075186798	0.6869379	1.135945625	0.401205383	0.068276365	0.55459129	1.168308475	0.40970124	0.653897245	1.21085509	0.056728188	1.12589965	1.81123325	0.045128626	0.251704355	1.20849805	0.879706213	0.98189611	0.91217849	0.526947853	1.39584385
SEQ175	1.24091135	0.817390105	0.98235845	0.256486798	0.515043983	0.69929676	0.86718089	0.48282975	0.594130588	1.157708825	0.078086692	0.424061523	0.63796023	1.144677125	-0.01238807	0.060263852	0.445051963	0.685959143	0.07720218	0.46462345	0.48314496	0.391108124	0.0691734	0.994136225	0.435221503	0.346708378	0.71124844	0.445609795	1.08212209	1.25138515	0.376902606	0.256639511	1.245551368	1.5008627	0.130940763	0.264644543	0.714363575	2.0405923	0.652626318	0.528466423	0.777399753	0.8608182	0.470552938	1.128192975	0.045148521	1.27832175	1.11049684	0.5886837	0.998778825	0.212445916	1.24736735	-0.138697201	0.24019313	0.691191533	0.574839725	0.971898825	1.816414	0.760955545	0.840225315	1.878006425	0.924669238	1.0170248	2.114654	0.61864404	1.2041625	0.981607498	0.037957772	0.750196108	0.260865678	0.92479425	0.908485575	0.730183418	0.50952053	0.434267218	0.961365095	1.6194053	1.172768075	0.187875871	0.309651749	0.660638743	0.747475645	0.660622288	0.833036475	-0.056158304	1.306750275	0.79768375	0.230711205	0.484446647	0.60922439	-0.226617238	0.621181208	0.291724405	0.946620338	1.175358375	0.660069083	0.517974813	0.582759758	0.74695898	0.448902515	0.979039075	0.625461823	0.94294364	0.064813001	1.023378643	0.550780255	1.022302138	0.211834168	1.273175675	0.314676588	1.359648825	0.772404443	0.647459213	1.12543825	1.93669785	0.372958338	0.023804117	0.128325849	0.763596858	1.09465386	1.037300858	0.136963316	0.488758767	0.328627285	-0.139586861	1.21096475	0.108056676	1.205730233	0.84452934	0.006848501	1.444696575	-0.45809183	1.18092434	0.098028073	1.240772125	0.127819679	0.7465219	0.586998775	0.010959243	1.837975925	-0.114653114	1.03640425	1.148052275	2.23893005	0.26333758	0.719813965	1.088341285	0.848181875	0.08106893	0.30708725	0.469238425	0.394258363	0.423840738	0.816604418	1.88733495	0.56951788	0.482991825	1.41848905	0.593718778	0.196042613	0.30788716	0.96655539	0.234173338	0.431873228	0.844600195	0.378651575	1.0807093	1.236085125	0.963755225	0.607491538	1.32460585	1.774740975	1.226745688	1.441595625	0.650050508	0.868429275
SEQ176	1.30948385	1.088530558	1.23207735	1.045574193	0.198755964	0.419554348	0.510233505	1.2179954	1.076632215	1.79023565	0.709783225	-0.405121246	0.441698983	2.107803325	0.176102556	0.342869064	0.937916185	1.005376275	0.209949388	1.058321463	0.840136828	0.759588973	0.285452118	1.653120275	1.4343207	0.222405008	1.10164595	0.421690075	1.008845275	0.371042848	0.905377925	0.482705568	1.191716963	1.437251825	0.466527563	0.85331365	0.088191415	2.475303425	1.324662725	1.632798275	0.079503535	-0.259757735	-0.389743764	1.37660665	0.60991691	1.6830602	-0.004307314	0.571541568	0.31316434	0.8878666	0.472257818	0.189179414	0.386820785	0.685409153	0.145425744	1.04672885	1.15209684	0.532116448	0.261731493	2.269969275	-0.158405575	0.307436793	2.3784734	0.617813035	1.58716995	1.18809124	0.947895818	1.211963675	0.565689155	0.34847863	0.71906256	1.28375445	1.08521064	0.862602608	0.370318413	1.3774516	0.835342593	-0.227511543	0.1284008	0.531089573	0.77210298	0.217179225	0.209930725	-0.124495445	1.8592279	1.2482629	0.081989833	0.350679288	0.468365745	-0.059286301	0.973629323	0.364481498	0.811620175	0.261084106	0.496773128	1.3684606	0.162777103	1.065858075	0.725192678	1.509171775	0.90763624	1.351213125	0.38541944	1.65147545	1.017598608	1.772089625	0.33034312	0.903228825	0.22719857	2.161640625	0.831621208	0.390645698	0.102893918	2.2835275	0.868225818	0.35443573	1.12262755	0.511485675	0.30556861	1.66751875	0.667363765	0.060198515	0.564325143	0.100293458	1.044937733	0.96588957	0.659621975	1.036248413	0.250866244	1.30005465	0.147435763	0.810770238	0.39498529	1.80803525	-0.053350558	0.531485258	0.658779235	0.362486113	1.59854745	0.020053133	1.233151288	0.774543393	2.527615325	0.971603443	0.88561028	0.8813424	1.052291995	0.459026834	0.055838424	0.515986383	0.61265158	0.665395983	0.196566032	2.2622539	-0.240071265	0.513408765	1.499253375	0.726222673	0.242025853	0.45258715	1.294477125	-0.22491679	0.603347593	1.443402575	0.228192818	1.086224973	1.210262635	1.206512525	0.065205203	1.1592432	2.3061024	1.028117515	1.103068035	0.706899308	1.214989125
